t,Joint1^Left,Joint2^Left,Joint3^Left,Joint3_2^Left,Joint5_1_1^Left,Joint5_2_1^Left,Joint7^Left,thumb_1_left,thumb_2_left,thumb_3_left,index_1_left,index_2_left,middle_1_left,middle_2_left,ring_1_left,ring_2_left,little_1_left,little_2_left,Joint1^Right,Joint2^Right,Joint3^Right,Joint3_2^Right,Joint5_1_1^Right,Joint5_2_1^Right,Joint7^Right,thumb_1_right,thumb_2_right,thumb_3_right,index_1_right,index_2_right,middle_1_right,middle_2_right,ring_1_right,ring_2_right,little_1_right,little_2_right
0.0,0.6237,0.0,0.0,0.3213,0.0,0.0,0.0,-0.2824,-0.2824,-0.344,0.0,0.0,-0.5884,-0.5884,-0.5884,-0.5884,-0.5884,-0.5884,0.6237,0.0,0.0,0.3213,0.0,0.0,0.0,-0.557,-0.2059,-0.5021,0.0,0.0,-0.4864,-0.6158,-0.5884,-0.5884,-0.5884,-0.5884
0.0,0.6286,0.0,0.0,0.3238,0.0,0.0,0.0,-0.2846,-0.2846,-0.3467,0.0,0.0,-0.593,-0.593,-0.593,-0.593,-0.593,-0.593,0.6286,0.0,0.0,0.3238,0.0,0.0,0.0,-0.5614,-0.2075,-0.506,0.0,0.0,-0.4902,-0.6207,-0.593,-0.593,-0.593,-0.593
0.0,0.6335,0.0,0.0,0.3263,0.0,0.0,0.0,-0.2869,-0.2869,-0.3494,0.0,0.0,-0.5976,-0.5976,-0.5976,-0.5976,-0.5976,-0.5976,0.6335,0.0,0.0,0.3263,0.0,0.0,0.0,-0.5657,-0.2092,-0.51,0.0,0.0,-0.494,-0.6255,-0.5976,-0.5976,-0.5976,-0.5976
0.0,0.6384,0.0,0.0,0.3288,0.0,0.0,0.0,-0.2891,-0.2891,-0.3521,0.0,0.0,-0.6022,-0.6022,-0.6022,-0.6022,-0.6022,-0.6022,0.6384,0.0,0.0,0.3288,0.0,0.0,0.0,-0.5701,-0.2108,-0.5139,0.0,0.0,-0.4978,-0.6303,-0.6022,-0.6022,-0.6022,-0.6022
0.0,0.6433,0.0,0.0,0.3313,0.0,0.0,0.0,-0.2913,-0.2913,-0.3548,0.0,0.0,-0.6069,-0.6069,-0.6069,-0.6069,-0.6069,-0.6069,0.6433,0.0,0.0,0.3313,0.0,0.0,0.0,-0.5745,-0.2124,-0.5179,0.0,0.0,-0.5017,-0.6352,-0.6069,-0.6069,-0.6069,-0.6069
0.0,0.6482,0.0,0.0,0.3339,0.0,0.0,0.0,-0.2935,-0.2935,-0.3575,0.0,0.0,-0.6115,-0.6115,-0.6115,-0.6115,-0.6115,-0.6115,0.6482,0.0,0.0,0.3339,0.0,0.0,0.0,-0.5789,-0.214,-0.5218,0.0,0.0,-0.5055,-0.64,-0.6115,-0.6115,-0.6115,-0.6115
0.0,0.6531,0.0,0.0,0.3364,0.0,0.0,0.0,-0.2958,-0.2958,-0.3602,0.0,0.0,-0.6161,-0.6161,-0.6161,-0.6161,-0.6161,-0.6161,0.6531,0.0,0.0,0.3364,0.0,0.0,0.0,-0.5833,-0.2157,-0.5258,0.0,0.0,-0.5093,-0.6449,-0.6161,-0.6161,-0.6161,-0.6161
0.0,0.658,0.0,0.0,0.339,0.0,0.0,0.0,-0.298,-0.298,-0.363,0.0,0.0,-0.6208,-0.6208,-0.6208,-0.6208,-0.6208,-0.6208,0.658,0.0,0.0,0.339,0.0,0.0,0.0,-0.5877,-0.2173,-0.5297,0.0,0.0,-0.5132,-0.6498,-0.6208,-0.6208,-0.6208,-0.6208
0.0,0.663,0.0,0.0,0.3415,0.0,0.0,0.0,-0.3002,-0.3002,-0.3657,0.0,0.0,-0.6255,-0.6255,-0.6255,-0.6255,-0.6255,-0.6255,0.663,0.0,0.0,0.3415,0.0,0.0,0.0,-0.5921,-0.2189,-0.5337,0.0,0.0,-0.517,-0.6546,-0.6255,-0.6255,-0.6255,-0.6255
0.0,0.6679,0.0,0.0,0.344,0.0,0.0,0.0,-0.3025,-0.3025,-0.3684,0.0,0.0,-0.6301,-0.6301,-0.6301,-0.6301,-0.6301,-0.6301,0.6679,0.0,0.0,0.344,0.0,0.0,0.0,-0.5965,-0.2205,-0.5377,0.0,0.0,-0.5209,-0.6595,-0.6301,-0.6301,-0.6301,-0.6301
0.0,0.6729,0.0,0.0,0.3466,0.0,0.0,0.0,-0.3047,-0.3047,-0.3711,0.0,0.0,-0.6348,-0.6348,-0.6348,-0.6348,-0.6348,-0.6348,0.6729,0.0,0.0,0.3466,0.0,0.0,0.0,-0.6009,-0.2222,-0.5417,0.0,0.0,-0.5247,-0.6644,-0.6348,-0.6348,-0.6348,-0.6348
0.0,0.6778,0.0,0.0,0.3491,0.0,0.0,0.0,-0.3069,-0.3069,-0.3739,0.0,0.0,-0.6394,-0.6394,-0.6394,-0.6394,-0.6394,-0.6394,0.6778,0.0,0.0,0.3491,0.0,0.0,0.0,-0.6053,-0.2238,-0.5457,0.0,0.0,-0.5286,-0.6693,-0.6394,-0.6394,-0.6394,-0.6394
0.0,0.6828,0.0,0.0,0.3517,0.0,0.0,0.0,-0.3092,-0.3092,-0.3766,0.0,0.0,-0.6441,-0.6441,-0.6441,-0.6441,-0.6441,-0.6441,0.6828,0.0,0.0,0.3517,0.0,0.0,0.0,-0.6098,-0.2254,-0.5496,0.0,0.0,-0.5325,-0.6742,-0.6441,-0.6441,-0.6441,-0.6441
0.0,0.6877,0.0,0.0,0.3542,0.0,0.0,0.0,-0.3114,-0.3114,-0.3793,0.0,0.0,-0.6488,-0.6488,-0.6488,-0.6488,-0.6488,-0.6488,0.6877,0.0,0.0,0.3542,0.0,0.0,0.0,-0.6142,-0.2271,-0.5536,0.0,0.0,-0.5363,-0.6791,-0.6488,-0.6488,-0.6488,-0.6488
0.0,0.6927,0.0,0.0,0.3568,0.0,0.0,0.0,-0.3137,-0.3137,-0.3821,0.0,0.0,-0.6535,-0.6535,-0.6535,-0.6535,-0.6535,-0.6535,0.6927,0.0,0.0,0.3568,0.0,0.0,0.0,-0.6186,-0.2287,-0.5576,0.0,0.0,-0.5402,-0.684,-0.6535,-0.6535,-0.6535,-0.6535
0.0,0.6976,0.0,0.0,0.3594,0.0,0.0,0.0,-0.3159,-0.3159,-0.3848,0.0,0.0,-0.6582,-0.6582,-0.6582,-0.6582,-0.6582,-0.6582,0.6976,0.0,0.0,0.3594,0.0,0.0,0.0,-0.6231,-0.2304,-0.5616,0.0,0.0,-0.5441,-0.6889,-0.6582,-0.6582,-0.6582,-0.6582
0.0,0.7026,0.0,0.0,0.3619,0.0,0.0,0.0,-0.3182,-0.3182,-0.3875,0.0,0.0,-0.6628,-0.6628,-0.6628,-0.6628,-0.6628,-0.6628,0.7026,0.0,0.0,0.3619,0.0,0.0,0.0,-0.6275,-0.232,-0.5656,0.0,0.0,-0.548,-0.6938,-0.6628,-0.6628,-0.6628,-0.6628
0.0,0.7076,0.0,0.0,0.3645,0.0,0.0,0.0,-0.3204,-0.3204,-0.3903,0.0,0.0,-0.6675,-0.6675,-0.6675,-0.6675,-0.6675,-0.6675,0.7076,0.0,0.0,0.3645,0.0,0.0,0.0,-0.6319,-0.2336,-0.5696,0.0,0.0,-0.5518,-0.6987,-0.6675,-0.6675,-0.6675,-0.6675
0.0,0.7126,0.0,0.0,0.367,0.0,0.0,0.0,-0.3227,-0.3227,-0.393,0.0,0.0,-0.6722,-0.6722,-0.6722,-0.6722,-0.6722,-0.6722,0.7126,0.0,0.0,0.367,0.0,0.0,0.0,-0.6364,-0.2353,-0.5736,0.0,0.0,-0.5557,-0.7036,-0.6722,-0.6722,-0.6722,-0.6722
0.0,0.7175,0.0,0.0,0.3696,0.0,0.0,0.0,-0.3249,-0.3249,-0.3958,0.0,0.0,-0.6769,-0.6769,-0.6769,-0.6769,-0.6769,-0.6769,0.7175,0.0,0.0,0.3696,0.0,0.0,0.0,-0.6408,-0.2369,-0.5776,0.0,0.0,-0.5596,-0.7085,-0.6769,-0.6769,-0.6769,-0.6769
0.0,0.7225,0.0,0.0,0.3722,0.0,0.0,0.0,-0.3272,-0.3272,-0.3985,0.0,0.0,-0.6816,-0.6816,-0.6816,-0.6816,-0.6816,-0.6816,0.7225,0.0,0.0,0.3722,0.0,0.0,0.0,-0.6453,-0.2386,-0.5817,0.0,0.0,-0.5635,-0.7134,-0.6816,-0.6816,-0.6816,-0.6816
0.0,0.7275,0.0,0.0,0.3747,0.0,0.0,0.0,-0.3294,-0.3294,-0.4013,0.0,0.0,-0.6863,-0.6863,-0.6863,-0.6863,-0.6863,-0.6863,0.7275,0.0,0.0,0.3747,0.0,0.0,0.0,-0.6497,-0.2402,-0.5857,0.0,0.0,-0.5674,-0.7184,-0.6863,-0.6863,-0.6863,-0.6863
0.0,0.7325,0.0,0.0,0.3773,0.0,0.0,0.0,-0.3317,-0.3317,-0.404,0.0,0.0,-0.691,-0.691,-0.691,-0.691,-0.691,-0.691,0.7325,0.0,0.0,0.3773,0.0,0.0,0.0,-0.6542,-0.2419,-0.5897,0.0,0.0,-0.5713,-0.7233,-0.691,-0.691,-0.691,-0.691
0.0,0.7375,0.0,0.0,0.3799,0.0,0.0,0.0,-0.334,-0.334,-0.4068,0.0,0.0,-0.6957,-0.6957,-0.6957,-0.6957,-0.6957,-0.6957,0.7375,0.0,0.0,0.3799,0.0,0.0,0.0,-0.6586,-0.2435,-0.5937,0.0,0.0,-0.5752,-0.7282,-0.6957,-0.6957,-0.6957,-0.6957
0.0,0.7425,0.0,0.0,0.3824,0.0,0.0,0.0,-0.3362,-0.3362,-0.4095,0.0,0.0,-0.7005,-0.7005,-0.7005,-0.7005,-0.7005,-0.7005,0.7425,0.0,0.0,0.3824,0.0,0.0,0.0,-0.6631,-0.2452,-0.5977,0.0,0.0,-0.579,-0.7331,-0.7005,-0.7005,-0.7005,-0.7005
0.0,0.7475,0.0,0.0,0.385,0.0,0.0,0.0,-0.3385,-0.3385,-0.4123,0.0,0.0,-0.7052,-0.7052,-0.7052,-0.7052,-0.7052,-0.7052,0.7475,0.0,0.0,0.385,0.0,0.0,0.0,-0.6676,-0.2468,-0.6017,0.0,0.0,-0.5829,-0.7381,-0.7052,-0.7052,-0.7052,-0.7052
0.0,0.7525,0.0,0.0,0.3876,0.0,0.0,0.0,-0.3407,-0.3407,-0.415,0.0,0.0,-0.7099,-0.7099,-0.7099,-0.7099,-0.7099,-0.7099,0.7525,0.0,0.0,0.3876,0.0,0.0,0.0,-0.672,-0.2485,-0.6058,0.0,0.0,-0.5868,-0.743,-0.7099,-0.7099,-0.7099,-0.7099
0.0,0.7575,0.0,0.0,0.3902,0.0,0.0,0.0,-0.343,-0.343,-0.4178,0.0,0.0,-0.7146,-0.7146,-0.7146,-0.7146,-0.7146,-0.7146,0.7575,0.0,0.0,0.3902,0.0,0.0,0.0,-0.6765,-0.2501,-0.6098,0.0,0.0,-0.5907,-0.7479,-0.7146,-0.7146,-0.7146,-0.7146
0.0,0.7625,0.0,0.0,0.3927,0.0,0.0,0.0,-0.3453,-0.3453,-0.4206,0.0,0.0,-0.7193,-0.7193,-0.7193,-0.7193,-0.7193,-0.7193,0.7625,0.0,0.0,0.3927,0.0,0.0,0.0,-0.681,-0.2518,-0.6138,0.0,0.0,-0.5946,-0.7529,-0.7193,-0.7193,-0.7193,-0.7193
0.0,0.7675,0.0,0.0,0.3953,0.0,0.0,0.0,-0.3475,-0.3475,-0.4233,0.0,0.0,-0.724,-0.724,-0.724,-0.724,-0.724,-0.724,0.7675,0.0,0.0,0.3953,0.0,0.0,0.0,-0.6854,-0.2534,-0.6178,0.0,0.0,-0.5985,-0.7578,-0.724,-0.724,-0.724,-0.724
0.0,0.7725,0.0,0.0,0.3979,0.0,0.0,0.0,-0.3498,-0.3498,-0.4261,0.0,0.0,-0.7288,-0.7288,-0.7288,-0.7288,-0.7288,-0.7288,0.7725,0.0,0.0,0.3979,0.0,0.0,0.0,-0.6899,-0.2551,-0.6219,0.0,0.0,-0.6024,-0.7628,-0.7288,-0.7288,-0.7288,-0.7288
0.0,0.7775,0.0,0.0,0.4005,0.0,0.0,0.0,-0.3521,-0.3521,-0.4288,0.0,0.0,-0.7335,-0.7335,-0.7335,-0.7335,-0.7335,-0.7335,0.7775,0.0,0.0,0.4005,0.0,0.0,0.0,-0.6944,-0.2567,-0.6259,0.0,0.0,-0.6063,-0.7677,-0.7335,-0.7335,-0.7335,-0.7335
0.0,0.7825,0.0,0.0,0.4031,0.0,0.0,0.0,-0.3543,-0.3543,-0.4316,0.0,0.0,-0.7382,-0.7382,-0.7382,-0.7382,-0.7382,-0.7382,0.7825,0.0,0.0,0.4031,0.0,0.0,0.0,-0.6988,-0.2584,-0.6299,0.0,0.0,-0.6102,-0.7726,-0.7382,-0.7382,-0.7382,-0.7382
0.0,0.7875,0.0,0.0,0.4056,0.0,0.0,0.0,-0.3566,-0.3566,-0.4344,0.0,0.0,-0.7429,-0.7429,-0.7429,-0.7429,-0.7429,-0.7429,0.7875,0.0,0.0,0.4056,0.0,0.0,0.0,-0.7033,-0.26,-0.634,0.0,0.0,-0.6141,-0.7776,-0.7429,-0.7429,-0.7429,-0.7429
0.0,0.7925,0.0,0.0,0.4082,0.0,0.0,0.0,-0.3589,-0.3589,-0.4371,0.0,0.0,-0.7476,-0.7476,-0.7476,-0.7476,-0.7476,-0.7476,0.7925,0.0,0.0,0.4082,0.0,0.0,0.0,-0.7078,-0.2617,-0.638,0.0,0.0,-0.618,-0.7825,-0.7476,-0.7476,-0.7476,-0.7476
0.0,0.7975,0.0,0.0,0.4108,0.0,0.0,0.0,-0.3611,-0.3611,-0.4399,0.0,0.0,-0.7524,-0.7524,-0.7524,-0.7524,-0.7524,-0.7524,0.7975,0.0,0.0,0.4108,0.0,0.0,0.0,-0.7122,-0.2633,-0.642,0.0,0.0,-0.622,-0.7875,-0.7524,-0.7524,-0.7524,-0.7524
0.0,0.8025,0.0,0.0,0.4134,0.0,0.0,0.0,-0.3634,-0.3634,-0.4426,0.0,0.0,-0.7571,-0.7571,-0.7571,-0.7571,-0.7571,-0.7571,0.8025,0.0,0.0,0.4134,0.0,0.0,0.0,-0.7167,-0.265,-0.646,0.0,0.0,-0.6259,-0.7924,-0.7571,-0.7571,-0.7571,-0.7571
0.0,0.8075,0.0,0.0,0.4159,0.0,0.0,0.0,-0.3657,-0.3657,-0.4454,0.0,0.0,-0.7618,-0.7618,-0.7618,-0.7618,-0.7618,-0.7618,0.8075,0.0,0.0,0.4159,0.0,0.0,0.0,-0.7212,-0.2666,-0.6501,0.0,0.0,-0.6298,-0.7974,-0.7618,-0.7618,-0.7618,-0.7618
0.0,0.8125,0.0,0.0,0.4185,0.0,0.0,0.0,-0.3679,-0.3679,-0.4482,0.0,0.0,-0.7665,-0.7665,-0.7665,-0.7665,-0.7665,-0.7665,0.8125,0.0,0.0,0.4185,0.0,0.0,0.0,-0.7256,-0.2683,-0.6541,0.0,0.0,-0.6337,-0.8023,-0.7665,-0.7665,-0.7665,-0.7665
0.0,0.8175,0.0,0.0,0.4211,0.0,0.0,0.0,-0.3702,-0.3702,-0.4509,0.0,0.0,-0.7712,-0.7712,-0.7712,-0.7712,-0.7712,-0.7712,0.8175,0.0,0.0,0.4211,0.0,0.0,0.0,-0.7301,-0.2699,-0.6581,0.0,0.0,-0.6376,-0.8072,-0.7712,-0.7712,-0.7712,-0.7712
0.0,0.8225,0.0,0.0,0.4237,0.0,0.0,0.0,-0.3725,-0.3725,-0.4537,0.0,0.0,-0.776,-0.776,-0.776,-0.776,-0.776,-0.776,0.8225,0.0,0.0,0.4237,0.0,0.0,0.0,-0.7346,-0.2716,-0.6622,0.0,0.0,-0.6415,-0.8122,-0.776,-0.776,-0.776,-0.776
0.0,0.8275,0.0,0.0,0.4263,0.0,0.0,0.0,-0.3747,-0.3747,-0.4564,0.0,0.0,-0.7807,-0.7807,-0.7807,-0.7807,-0.7807,-0.7807,0.8275,0.0,0.0,0.4263,0.0,0.0,0.0,-0.739,-0.2732,-0.6662,0.0,0.0,-0.6454,-0.8171,-0.7807,-0.7807,-0.7807,-0.7807
0.0,0.8325,0.0,0.0,0.4288,0.0,0.0,0.0,-0.377,-0.377,-0.4592,0.0,0.0,-0.7854,-0.7854,-0.7854,-0.7854,-0.7854,-0.7854,0.8325,0.0,0.0,0.4288,0.0,0.0,0.0,-0.7435,-0.2749,-0.6702,0.0,0.0,-0.6493,-0.8221,-0.7854,-0.7854,-0.7854,-0.7854
0.0,0.8375,0.0,0.0,0.4314,0.0,0.0,0.0,-0.3793,-0.3793,-0.462,0.0,0.0,-0.7901,-0.7901,-0.7901,-0.7901,-0.7901,-0.7901,0.8375,0.0,0.0,0.4314,0.0,0.0,0.0,-0.748,-0.2765,-0.6742,0.0,0.0,-0.6532,-0.827,-0.7901,-0.7901,-0.7901,-0.7901
0.0,0.8425,0.0,0.0,0.434,0.0,0.0,0.0,-0.3815,-0.3815,-0.4647,0.0,0.0,-0.7948,-0.7948,-0.7948,-0.7948,-0.7948,-0.7948,0.8425,0.0,0.0,0.434,0.0,0.0,0.0,-0.7524,-0.2782,-0.6783,0.0,0.0,-0.6571,-0.8319,-0.7948,-0.7948,-0.7948,-0.7948
0.0,0.8475,0.0,0.0,0.4366,0.0,0.0,0.0,-0.3838,-0.3838,-0.4675,0.0,0.0,-0.7995,-0.7995,-0.7995,-0.7995,-0.7995,-0.7995,0.8475,0.0,0.0,0.4366,0.0,0.0,0.0,-0.7569,-0.2798,-0.6823,0.0,0.0,-0.661,-0.8369,-0.7995,-0.7995,-0.7995,-0.7995
0.0,0.8525,0.0,0.0,0.4391,0.0,0.0,0.0,-0.386,-0.386,-0.4702,0.0,0.0,-0.8043,-0.8043,-0.8043,-0.8043,-0.8043,-0.8043,0.8525,0.0,0.0,0.4391,0.0,0.0,0.0,-0.7614,-0.2815,-0.6863,0.0,0.0,-0.6648,-0.8418,-0.8043,-0.8043,-0.8043,-0.8043
0.0,0.8575,0.0,0.0,0.4417,0.0,0.0,0.0,-0.3883,-0.3883,-0.473,0.0,0.0,-0.809,-0.809,-0.809,-0.809,-0.809,-0.809,0.8575,0.0,0.0,0.4417,0.0,0.0,0.0,-0.7658,-0.2831,-0.6903,0.0,0.0,-0.6687,-0.8467,-0.809,-0.809,-0.809,-0.809
0.0,0.8625,0.0,0.0,0.4443,0.0,0.0,0.0,-0.3906,-0.3906,-0.4757,0.0,0.0,-0.8137,-0.8137,-0.8137,-0.8137,-0.8137,-0.8137,0.8625,0.0,0.0,0.4443,0.0,0.0,0.0,-0.7703,-0.2848,-0.6943,0.0,0.0,-0.6726,-0.8516,-0.8137,-0.8137,-0.8137,-0.8137
0.0,0.8675,0.0,0.0,0.4468,0.0,0.0,0.0,-0.3928,-0.3928,-0.4785,0.0,0.0,-0.8184,-0.8184,-0.8184,-0.8184,-0.8184,-0.8184,0.8675,0.0,0.0,0.4468,0.0,0.0,0.0,-0.7747,-0.2864,-0.6983,0.0,0.0,-0.6765,-0.8566,-0.8184,-0.8184,-0.8184,-0.8184
0.0,0.8725,0.0,0.0,0.4494,0.0,0.0,0.0,-0.3951,-0.3951,-0.4812,0.0,0.0,-0.8231,-0.8231,-0.8231,-0.8231,-0.8231,-0.8231,0.8725,0.0,0.0,0.4494,0.0,0.0,0.0,-0.7792,-0.2881,-0.7024,0.0,0.0,-0.6804,-0.8615,-0.8231,-0.8231,-0.8231,-0.8231
0.0,0.8774,0.0,0.0,0.452,0.0,0.0,0.0,-0.3973,-0.3973,-0.484,0.0,0.0,-0.8278,-0.8278,-0.8278,-0.8278,-0.8278,-0.8278,0.8774,0.0,0.0,0.452,0.0,0.0,0.0,-0.7836,-0.2897,-0.7064,0.0,0.0,-0.6843,-0.8664,-0.8278,-0.8278,-0.8278,-0.8278
0.0,0.8824,0.0,0.0,0.4545,0.0,0.0,0.0,-0.3996,-0.3996,-0.4867,0.0,0.0,-0.8325,-0.8325,-0.8325,-0.8325,-0.8325,-0.8325,0.8824,0.0,0.0,0.4545,0.0,0.0,0.0,-0.7881,-0.2914,-0.7104,0.0,0.0,-0.6882,-0.8713,-0.8325,-0.8325,-0.8325,-0.8325
0.0,0.8874,0.0,0.0,0.4571,0.0,0.0,0.0,-0.4018,-0.4018,-0.4895,0.0,0.0,-0.8372,-0.8372,-0.8372,-0.8372,-0.8372,-0.8372,0.8874,0.0,0.0,0.4571,0.0,0.0,0.0,-0.7925,-0.293,-0.7144,0.0,0.0,-0.692,-0.8762,-0.8372,-0.8372,-0.8372,-0.8372
0.0,0.8924,0.0,0.0,0.4596,0.0,0.0,0.0,-0.4041,-0.4041,-0.4922,0.0,0.0,-0.8418,-0.8418,-0.8418,-0.8418,-0.8418,-0.8418,0.8924,0.0,0.0,0.4596,0.0,0.0,0.0,-0.7969,-0.2946,-0.7184,0.0,0.0,-0.6959,-0.8811,-0.8418,-0.8418,-0.8418,-0.8418
0.0,0.8973,0.0,0.0,0.4622,0.0,0.0,0.0,-0.4063,-0.4063,-0.4949,0.0,0.0,-0.8465,-0.8465,-0.8465,-0.8465,-0.8465,-0.8465,0.8973,0.0,0.0,0.4622,0.0,0.0,0.0,-0.8014,-0.2963,-0.7224,0.0,0.0,-0.6998,-0.886,-0.8465,-0.8465,-0.8465,-0.8465
0.0,0.9023,0.0,0.0,0.4648,0.0,0.0,0.0,-0.4086,-0.4086,-0.4977,0.0,0.0,-0.8512,-0.8512,-0.8512,-0.8512,-0.8512,-0.8512,0.9023,0.0,0.0,0.4648,0.0,0.0,0.0,-0.8058,-0.2979,-0.7264,0.0,0.0,-0.7037,-0.8909,-0.8512,-0.8512,-0.8512,-0.8512
0.0,0.9072,0.0,0.0,0.4673,0.0,0.0,0.0,-0.4108,-0.4108,-0.5004,0.0,0.0,-0.8559,-0.8559,-0.8559,-0.8559,-0.8559,-0.8559,0.9072,0.0,0.0,0.4673,0.0,0.0,0.0,-0.8102,-0.2996,-0.7304,0.0,0.0,-0.7075,-0.8958,-0.8559,-0.8559,-0.8559,-0.8559
0.0,0.9122,0.0,0.0,0.4699,0.0,0.0,0.0,-0.4131,-0.4131,-0.5031,0.0,0.0,-0.8606,-0.8606,-0.8606,-0.8606,-0.8606,-0.8606,0.9122,0.0,0.0,0.4699,0.0,0.0,0.0,-0.8147,-0.3012,-0.7343,0.0,0.0,-0.7114,-0.9007,-0.8606,-0.8606,-0.8606,-0.8606
0.0,0.9171,0.0,0.0,0.4724,0.0,0.0,0.0,-0.4153,-0.4153,-0.5059,0.0,0.0,-0.8652,-0.8652,-0.8652,-0.8652,-0.8652,-0.8652,0.9171,0.0,0.0,0.4724,0.0,0.0,0.0,-0.8191,-0.3028,-0.7383,0.0,0.0,-0.7153,-0.9056,-0.8652,-0.8652,-0.8652,-0.8652
0.0,0.9221,0.0,0.0,0.475,0.0,0.0,0.0,-0.4175,-0.4175,-0.5086,0.0,0.0,-0.8699,-0.8699,-0.8699,-0.8699,-0.8699,-0.8699,0.9221,0.0,0.0,0.475,0.0,0.0,0.0,-0.8235,-0.3045,-0.7423,0.0,0.0,-0.7191,-0.9105,-0.8699,-0.8699,-0.8699,-0.8699
0.0,0.927,0.0,0.0,0.4775,0.0,0.0,0.0,-0.4198,-0.4198,-0.5113,0.0,0.0,-0.8745,-0.8745,-0.8745,-0.8745,-0.8745,-0.8745,0.927,0.0,0.0,0.4775,0.0,0.0,0.0,-0.8279,-0.3061,-0.7463,0.0,0.0,-0.723,-0.9154,-0.8745,-0.8745,-0.8745,-0.8745
0.0,0.932,0.0,0.0,0.48,0.0,0.0,0.0,-0.422,-0.422,-0.514,0.0,0.0,-0.8792,-0.8792,-0.8792,-0.8792,-0.8792,-0.8792,0.932,0.0,0.0,0.48,0.0,0.0,0.0,-0.8323,-0.3077,-0.7503,0.0,0.0,-0.7268,-0.9202,-0.8792,-0.8792,-0.8792,-0.8792
0.0,0.9369,0.0,0.0,0.4826,0.0,0.0,0.0,-0.4242,-0.4242,-0.5168,0.0,0.0,-0.8839,-0.8839,-0.8839,-0.8839,-0.8839,-0.8839,0.9369,0.0,0.0,0.4826,0.0,0.0,0.0,-0.8367,-0.3093,-0.7542,0.0,0.0,-0.7307,-0.9251,-0.8839,-0.8839,-0.8839,-0.8839
0.0,0.9418,0.0,0.0,0.4851,0.0,0.0,0.0,-0.4265,-0.4265,-0.5195,0.0,0.0,-0.8885,-0.8885,-0.8885,-0.8885,-0.8885,-0.8885,0.9418,0.0,0.0,0.4851,0.0,0.0,0.0,-0.8411,-0.311,-0.7582,0.0,0.0,-0.7345,-0.93,-0.8885,-0.8885,-0.8885,-0.8885
0.0,0.9467,0.0,0.0,0.4877,0.0,0.0,0.0,-0.4287,-0.4287,-0.5222,0.0,0.0,-0.8931,-0.8931,-0.8931,-0.8931,-0.8931,-0.8931,0.9467,0.0,0.0,0.4877,0.0,0.0,0.0,-0.8455,-0.3126,-0.7621,0.0,0.0,-0.7383,-0.9348,-0.8931,-0.8931,-0.8931,-0.8931
0.0,0.9516,0.0,0.0,0.4902,0.0,0.0,0.0,-0.4309,-0.4309,-0.5249,0.0,0.0,-0.8978,-0.8978,-0.8978,-0.8978,-0.8978,-0.8978,0.9516,0.0,0.0,0.4902,0.0,0.0,0.0,-0.8499,-0.3142,-0.7661,0.0,0.0,-0.7422,-0.9397,-0.8978,-0.8978,-0.8978,-0.8978
0.0,0.9565,0.0,0.0,0.4927,0.0,0.0,0.0,-0.4331,-0.4331,-0.5276,0.0,0.0,-0.9024,-0.9024,-0.9024,-0.9024,-0.9024,-0.9024,0.9565,0.0,0.0,0.4927,0.0,0.0,0.0,-0.8543,-0.3158,-0.77,0.0,0.0,-0.746,-0.9445,-0.9024,-0.9024,-0.9024,-0.9024
0.0,0.9614,0.0,0.0,0.4952,0.0,0.0,0.0,-0.4354,-0.4354,-0.5303,0.0,0.0,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,0.9614,0.0,0.0,0.4952,0.0,0.0,0.0,-0.8586,-0.3175,-0.774,0.0,0.0,-0.7498,-0.9493,-0.907,-0.907,-0.907,-0.907
0.0,0.9663,0.0,0.0,0.4977,0.0,0.0,0.0,-0.4376,-0.4376,-0.533,0.0,0.0,-0.9116,-0.9116,-0.9116,-0.9116,-0.9116,-0.9116,0.9663,0.0,0.0,0.4977,0.0,0.0,0.0,-0.863,-0.3191,-0.7779,0.0,0.0,-0.7536,-0.9542,-0.9116,-0.9116,-0.9116,-0.9116
0.0,0.9712,0.0,0.0,0.5003,0.0,0.0,0.0,-0.4398,-0.4398,-0.5357,0.0,0.0,-0.9162,-0.9162,-0.9162,-0.9162,-0.9162,-0.9162,0.9712,0.0,0.0,0.5003,0.0,0.0,0.0,-0.8674,-0.3207,-0.7819,0.0,0.0,-0.7574,-0.959,-0.9162,-0.9162,-0.9162,-0.9162
0.0,0.9761,0.0,0.0,0.5028,0.0,0.0,0.0,-0.442,-0.442,-0.5384,0.0,0.0,-0.9208,-0.9208,-0.9208,-0.9208,-0.9208,-0.9208,0.9761,0.0,0.0,0.5028,0.0,0.0,0.0,-0.8717,-0.3223,-0.7858,0.0,0.0,-0.7612,-0.9638,-0.9208,-0.9208,-0.9208,-0.9208
0.0,0.981,0.0,0.0,0.5053,0.0,0.0,0.0,-0.4442,-0.4442,-0.5411,0.0,0.0,-0.9254,-0.9254,-0.9254,-0.9254,-0.9254,-0.9254,0.981,0.0,0.0,0.5053,0.0,0.0,0.0,-0.8761,-0.3239,-0.7897,0.0,0.0,-0.765,-0.9686,-0.9254,-0.9254,-0.9254,-0.9254
